          (   5,    5) (   5,    3) (   5,    5) (   5,    4) (   5,    8) (   5,    6) (   5,    3) (   5,    4) (   5,    4) (   5,    4)
          (   5,    5) (   5,    6) (   5,    2) (   5,    4) (   5,    5) (   5,    7) (   5,    4) (   5,    3) (   5,    7) (   5,    6)
          (   5,    5) (   5,    3) (   5,    4) (   5,    7) (   5,    5) (   5,    6) (   5,    3) (   5,    3) (   5,    5) (   5,    3)
          (   5,    6) (   5,    3) (   5,    6) (   5,    2) (   5,    7) (   5,    5) (   5,    4) (   5,    4) (   5,    7) (   5,    8)
          (   5,    3) (   5,    6) (   5,    5) (   5,    5) (   5,    8) (   5,    6) (   5,    6) (   5,    6) (   5,    5) (   5,    5)
          (   5,    3) (   5,    6) (   5,    4) (   5,    4) (   5,    3) (   5,    6) (   5,    3) (   5,    8) (   5,    5) (   5,    6)
          (   5,    7) (   5,    2) (   5,    6) (   5,    6) (   5,    4) (   5,    5) (   5,    6) (   5,    3) (   5,    6) (   5,    6)
          (   5,    5) (   5,    5) (   5,    7) (   5,    6) (   5,    4) (   5,    4) (   5,    5) (   5,    7) (   5,    6) (   5,    3)
          (   5,    5) (   5,    5) (   5,    5) (   5,    7) (   5,    3) (   5,    7) (   5,    5) (   5,    4) (   5,    4) (   5,    4)
          (   5,    4) (   5,    5) (   5,    5) (   5,    4) (   5,    6) (   5,    7) (   5,    4) (   5,    3) (   5,    2) (   5,    5)
          (   5,    3) (   5,    4) (   5,    8) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    4) (   5,    4)
          (   5,    3) (   5,    4) (   5,    3) (   5,    4) (   5,    3) (   5,    3) (   5,    5) (   5,    9) (   5,    4) (   5,    5)
          (   5,    5) (   5,    7) (   5,    7) (   5,    6) (   5,    5) (   5,    6) (   5,    4) (   5,    6) (   5,    4) (   5,    6)
          (   5,    7) (   5,    3) (   5,    4) (   5,    4) (   5,    3) (   5,    8) (   5,    5) (   5,    3) (   5,    6) (   5,    7)
          (   5,    2) (   5,    7) (   5,    4) (   5,    5) (   5,    5) (   5,    6) (   5,    6) (   5,    7) (   5,    5) (   5,    5)
          (   5,    8) (   5,    5) (   5,    5) (   5,    5) (   5,    4) (   5,    5) (   5,    6) (   5,    7) (   5,    6) (   5,    6)
          (   5,    6) (   5,    5) (   5,    5) (   5,    4) (   5,    6) (   5,    4) (   5,    5) (   5,    4) (   5,    5) (   5,    8)
          (   5,    4) (   5,    4) (   5,    5) (   5,    8) (   5,    6) (   5,    5) (   5,    7) (   5,    6) (   5,    7) (   5,    8)
          (   5,    6) (   5,    5) (   5,    2) (   5,    6) (   5,    4) (   5,    5) (   5,    4) (   5,    6) (   5,    7) (   5,    3)
          (   5,    5) (   5,    5) (   5,    5) (   5,    4) (   5,    4) (   5,    2) (   5,    7) (   5,    4) (   5,    5) (   5,    4)
          (   5,    4) (   5,    8) (   5,    4) (   5,    4) (   5,    6) (   5,    7) (   5,    5) (   5,    6) (   5,    5) (   5,    7)
          (   5,    5) (   5,    3) (   5,    5) (   5,    7) (   5,    6) (   5,    7) (   5,    5) (   5,    4) (   5,    7) (   5,    5)
          (   5,    4) (   5,    4) (   5,    4) (   5,    6) (   5,    6) (   5,    6) (   5,    6) (   5,    5) (   5,    9) (   5,    5)
          (   5,    1) (   5,    6) (   5,    4) (   5,    4) (   5,    2) (   5,    5) (   5,    7) (   5,    5) (   5,    3) (   5,    6)
          (   5,    5) (   5,    6) (   5,    4) (   5,    5) (   5,    6) (   5,    2) (   5,    4) (   5,    7) (   5,    5) (   5,    3)
         
node   2 sent_total   3346  recv_total   3380

node   3  (   1,    0) (   0,    0) (   2,    2) (   2,    1) (   4,    4) (   5,    6) (   5,    7) (   5,    7) (   5,    7) (   5,    6)
          (   5,    7) (   5,    5) (   5,    4) (   5,    4) (   5,    7) (   5,    5) (   5,    4) (   5,    4) (   5,    4) (   5,    6)
          (   5,    5) (   5,    3) (   5,    9) (   5,    5) (   5,    7) (   5,    7) (   5,    7) (   5,    7) (   5,    4) (   5,    5)
          (   5,    5) (   5,    4) (   5,    7) (   5,    7) (   5,    5) (   5,    4) (   5,    5) (   5,    5) (   5,    6) (   5,    4)
          (   5,    4) (   5,    5) (   5,    4) (   5,    8) (   5,    4) (   5,    3) (   5,    4) (   5,    4) (   5,    6) (   5,    2)
          (   5,    6) (   5,    4) (   3,    3) (   4,    4) (   5,    6) (   5,    3) (   3,    4) (   4,    4) (   4,    5) (   4,    4)
          (   5,    3) (   4,    4) (   5,    6) (   5,    4) (   4,    5) (   5,    6) (   5,    4) (   4,    6) (   4,    6) (   2,    6)
          (   5,    5) (   4,    6) (   5,    5) (   5,    5) (   4,    5) (   4,    4) (   3,    5) (   4,    6) (   4,    3) (   5,    4)
          (   5,    3) (   4,    6) (   4,    7) (   5,    4) (   5,    6) (   5,    6) (   3,    7) (   3,    4) (   5,    4) (   4,    2)
          (   5,    3) (   5,    3) (   5,    2) (   4,    3) (   4,    5) (   5,    3) (   5,    4) (   5,    6) (   3,    7) (   5,    5)
          (   5,    6) (   5,    5) (   5,    4) (   5,    4) (   5,    4) (   5,    5) (   5,    5) (   4,    3) (   5,    6) (   5,    4)
          (   5,    7) (   5,    5) (   5,    6) (   5,    4) (   4,    6) (   5,    2) (   5,    6) (   5,    4) (   5,    4) (   5,    4)
          (   5,    5) (   5,    4) (   5,    5) (   3,    5) (   5,    4) (   5,    5) (   4,    4) (   3,    5) (   4,    6) (   5,    4)
          (   4,    5) (   4,    6) (   4,    6) (   5,    5) (   5,    5) (   5,    5) (   4,    7) (   5,    5) (   4,    4) (   5,    3)
          (   5,    5) (   5,    2) (   4,    6) (   5,    6) (   4,    5) (   4,    6) (   5,    3) (   5,    5) (   4,    6) (   5,    4)
          (   3,    2) (   4,    2) (   4,    5) (   5,    3) (   5,    3) (   5,    5) (   3,    3) (   4,    5) (   5,    4) (   4,    6)
          (   3,    0) (   4,    4) (   4,    8) (   5,    4) (   5,    7) (   4,    6) (   5,    5) (   4,    5) (   4,    4) (   3,    5)
          (   3,    4) (   5,    5) (   5,    6) (   4,    4) (   5,    4) (   5,    7) (   5,    3) (   5,    4) (   3,    6) (   4,    3)
          (   5,    4) (   3,    4) (   3,    5) (   5,    6) (   5,    6) (   3,    5) (   5,    2) (   4,    5) (   5,    5) (   5,    3)
          (   4,    4) (   5,    3) (   5,    3) (   4,    5) (   5,    8) (   5,    3) (   3,    5) (   5,    5) (   5,    3) (   4,    3)
          (   5,    4) (   5,    6) (   5,    6) (   5,    5) (   5,    4) (   4,    6) (   5,    5) (   4,    2) (   5,    5) (   5,    4)
          (   4,    4) (   5,    5) (   5,    6) (   5,    4) (   5,    7) (   5,    5) (   5,    6) (   5,    3) (   5,    4) (   5,    5)
          (   5,    7) (   5,    5) (   5,    6) (   4,    3) (   4,    3) (   5,    7) (   5,    3) (   4,    5) (   4,    7) (   5,    2)
          (   4,    4) (   5,    5) (   5,    7) (   4,    4) (   5,    5) (   5,    5) (   5,    4) (   5,    6) (   4,    5) (   4,    5)
          (   4,    5) (   5,    3) (   5,    6) (   5,    4) (   5,    4) (   5,    4) (   5,    6) (   5,    5) (   5,    6) (   5,    4)
          (   5,    4) (   4,    4) (   4,    3) (   4,    4) (   5,    7) (   5,    5) (   4,    6) (   3,    5) (   4,    4) (   4,    3)
          (   5,    4) (   4,    4) (   5,    4) (   4,    3) (   4,    5) (   4,    4) (   5,    7) (   3,    7) (   4,    3) (   3,    1)
          (   5,    5) (   4,    7) (   4,    3) (   4,    6) (   5,    5) (   4,    4) (   5,    4) (   5,    6) (   5,    1) (   5,    4)
          (   3,    6) (   5,    3) (   4,    4) (   4,    6) (   5,    4) (   5,    4) (   4,    4) (   5,    3) (   5,    7) (   5,    3)
          (   5,    2) (   4,    1) (   5,    6) (   5,    6) (   5,    7) (   4,    8) (   5,    4) (   5,    4) (   5,    6) (   5,    6)
          (   5,    6) (   5,    5) (   5,    3) (   5,    2) (   5,    6) (   5,    4) (   5,    5) (   5,    5) (   5,    6) (   5,    7)
          (   5,    3) (   5,    7) (   5,    3) (   5,    4) (   5,    4) (   5,    6) (   5,    4) (   5,    5) (   5,    5) (   5,    4)
          (   5,    6) (   5,    6) (   5,    6) (   5,    5) (   5,    2) (   5,    5) (   5,    7) (   5,    4) (   5,    5) (   5,    5)
          (   5,    6) (   5,    1) (   5,    6) (   5,    5) (   5,    7) (   5,    6) (   5,    5) (   5,    3) (   5,    3) (   5,    5)
          (   5,    4) (   5,    5) (   5,    6) (   5,    4) (   5,    5) (   5,    6) (   5,    4) (   5,    3) (   5,    3) (   5,    4)
          (   5,    4) (   5,    5) (   5,    8) (   5,    2) (   5,    4) (   5,    6) (   5,    3) (   5,    5) (   5,    4) (   5,    3)
          (   5,    6) (   5,    6) (   5,    9) (   5,    5) (   5,    4) (   5,    4) (   5,    5) (   5,    6) (   5,    3) (   5,    3)
          (   5,    4) (   5,    4) (   5,    7) (   5,    6) (   5,    5) (   5,    4) (   5,    7) (   5,    4) (   5,    4) (   5,    4)
          (   5,    4) (   5,    5) (   5,    5) (   5,    1) (   5,    5) (   5,    3) (   5,    4) (   5,    6) (   5,    5) (   5,    4)
          (   5,    4) (   5,    5) (   5,    3) (   5,    5) (   5,    9) (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    8)
          (   5,    4) (   5,    4) (   5,    5) (   5,    5) (   5,    6) (   5,    8) (   5,    5) (   5,    4) (   5,    5) (   5,    6)
          (   5,    5) (   5,    5) (   5,    4) (   5,    4) (   5,    5) (   5,    4) (   5,    8) (   5,    3) (   5,    9) (   5,    5)
          (   5,    5) (   5,    4) (   5,    5) (   5,    6) (   5,    4) (   5,    7) (   5,    5) (   5,    5) (   5,    4) (   5,    4)
          (   5,    3) (   5,    4) (   5,    5) (   5,    5) (   5,    8) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5)
          (   5,    8) (   5,    6) (   5,    5) (   5,    6) (   5,    2) (   5,    8) (   5,    4) (   5,    2) (   5,    6) (   5,    3)
          (   5,    5) (   5,    1) (   5,    7) (   5,    5) (   5,    6) (   5,    4) (   5,    8) (   5,    5) (   5,    5) (   5,    4)
          (   5,    4) (   5,    6) (   5,    3) (   5,    5) (   5,    5) (   5,    8) (   5,    5) (   5,    2) (   5,    7) (   5,    6)
          (   5,    5) (   5,    3) (   5,    4) (   5,    6) (   5,    5) (   5,    8) (   5,    6) (   5,    4) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    6) (   5,    3) (   5,    7) (   5,    3) (   5,    5) (   5,    4) (   5,    3) (   5,    6)
          (   5,    6) (   5,    1) (   5,    7) (   5,    3) (   5,    8) (   5,    5) (   5,    5) (   5,    5) (   5,    3) (   5,    5)
          (   5,    3) (   5,    7) (   5,    4) (   5,    4) (   5,    5) (   5,    7) (   5,    4) (   5,    8) (   5,    5) (   5,    6)
          (   5,    6) (   5,    2) (   5,    5) (   5,    5) (   5,    3) (   5,    4) (   5,    6) (   5,    3) (   5,    5) (   5,    5)
          (   5,    4) (   5,    6) (   5,    6) (   5,    8) (   5,    7) (   5,    5) (   5,    5) (   5,    8) (   5,    7) (   5,    4)
