          (   5,    6) (   5,    7) (   5,    5) (   5,    4) (   5,    5) (   5,    6) (   5,    5) (   5,    5) (   5,    5) (   5,    3)
          (   5,    4) (   5,    7) (   5,    3) (   5,    6) (   5,    6) (   5,    5) (   5,    2) (   5,    6) (   5,    3) (   5,    7)
          (   5,    2) (   5,    4) (   5,    5) (   5,    7) (   5,    7) (   5,    7) (   5,    6) (   5,    5) (   5,    2) (   5,    5)
          (   5,    5) (   5,    3) (   5,    4) (   5,    5) (   5,    5) (   5,    5) (   5,    3) (   5,    6) (   5,    7) (   5,    4)
          (   5,    4) (   5,    5) (   5,    5) (   5,    7) (   5,    4) (   5,    6) (   5,    5) (   5,    5) (   5,    6) (   5,    6)
          (   5,    5) (   5,    2) (   5,    6) (   5,    7) (   5,    3) (   5,    8) (   5,    4) (   5,    4) (   5,    5) (   5,    1)
          (   5,    4) (   5,    6) (   5,    5) (   5,    5) (   5,    6) (   5,    5) (   5,    6) (   5,    6) (   5,    6) (   5,    2)
          (   5,    6) (   5,    5) (   5,    4) (   5,    4) (   5,    6) (   5,    5) (   5,    5) (   5,    3) (   5,    4) (   5,    4)
          (   5,    4) (   5,    4) (   5,    6) (   5,    7) (   5,    3) (   5,    4) (   5,    6) (   5,    6) (   5,    5) (   5,    6)
          (   5,    3) (   5,    6) (   5,    5) (   5,    4) (   5,    4) (   5,    4) (   5,    5) (   5,    9) (   5,    6) (   5,    7)
          (   5,    9) (   5,    4) (   5,    3) (   5,    4) (   5,    3) (   5,    5) (   5,    7) (   5,    6) (   5,    8) (   5,    5)
          (   5,    5) (   5,    5) (   5,    3) (   5,    6) (   5,    3) (   5,    3) (   5,    8) (   5,    4) (   5,    4) (   5,    7)
          (   5,    7) (   5,    6) (   5,    6) (   5,    5) (   5,    4) (   5,    7) (   5,    5) (   5,    4) (   5,    6) (   5,    7)
          (   5,    6) (   5,    5) (   5,    6) (   5,    6) (   5,    6) (   5,    7) (   5,    5) (   5,    5) (   5,    7) (   5,    6)
          (   5,    4) (   5,    6) (   5,    5) (   5,    5) (   5,    6) (   5,    5) (   5,    7) (   5,    7) (   5,    6) (   5,    4)
          (   5,    3) (   5,    6) (   5,    7) (   5,    4) (   5,    4) (   5,    6) (   5,    8) (   5,    5) (   5,    4) (   5,    7)
          (   5,    5) (   5,    7) (   5,    7) (   5,    2) (   5,    1) (   5,    4) (   5,    3) (   5,    6) (   5,    6) (   5,    5)
         
node   3 sent_total   3359  recv_total   3405

node   4  (   1,    0) (   0,    0) (   2,    1) (   4,    2) (   4,    4) (   5,    5) (   5,    3) (   5,    7) (   5,    3) (   5,    7)
          (   5,    7) (   5,    5) (   5,    5) (   5,    2) (   5,    4) (   5,    7) (   5,    5) (   5,    7) (   5,    6) (   5,    5)
          (   5,    5) (   5,    5) (   5,    5) (   5,    4) (   5,    4) (   5,    5) (   5,    6) (   5,    8) (   5,    5) (   5,    4)
          (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    6) (   5,    3) (   5,    7) (   5,    3) (   5,    6) (   5,    4)
          (   5,    4) (   5,    6) (   5,    6) (   5,    9) (   5,    6) (   5,    2) (   5,    5) (   5,    9) (   5,    7) (   5,    2)
          (   5,    6) (   5,    6) (   4,    6) (   4,    4) (   5,    5) (   3,    3) (   5,    4) (   5,    4) (   3,    2) (   4,    5)
          (   4,    1) (   5,    2) (   5,    3) (   5,    7) (   5,    6) (   4,    5) (   5,    4) (   4,    6) (   5,    2) (   4,    4)
          (   4,    5) (   5,    7) (   5,    6) (   5,    2) (   5,    6) (   4,    4) (   5,    6) (   5,    5) (   5,    3) (   5,    6)
          (   5,    2) (   5,    8) (   5,    5) (   5,    5) (   5,    3) (   3,    7) (   3,    4) (   4,    4) (   4,    5) (   4,    4)
          (   5,    2) (   5,    3) (   3,    3) (   3,    6) (   5,    6) (   4,    5) (   4,    3) (   4,    3) (   5,    5) (   4,    3)
          (   5,    7) (   5,    5) (   4,    2) (   5,    5) (   3,    2) (   5,    3) (   4,    5) (   3,    3) (   5,    5) (   5,    4)
          (   4,    4) (   5,    5) (   5,    6) (   3,    2) (   4,    3) (   5,    3) (   5,    7) (   4,    5) (   4,    3) (   4,    6)
          (   5,    6) (   5,    3) (   5,    6) (   5,    5) (   5,    4) (   5,    5) (   5,    5) (   5,    4) (   5,    5) (   5,    4)
          (   5,    5) (   5,    5) (   3,    5) (   5,    2) (   5,    5) (   5,    7) (   5,    4) (   4,    5) (   4,    3) (   5,    4)
          (   5,    5) (   5,    2) (   5,    6) (   5,    4) (   3,    7) (   5,    5) (   5,    3) (   4,    3) (   4,    6) (   4,    6)
          (   5,    3) (   4,    5) (   4,    5) (   4,    3) (   5,    6) (   4,    5) (   5,    3) (   5,    4) (   5,    4) (   2,    5)
          (   5,    2) (   5,    5) (   5,    4) (   5,    6) (   5,    4) (   5,    4) (   5,    7) (   4,    3) (   5,    2) (   5,    6)
          (   5,    6) (   5,    3) (   5,    3) (   4,    6) (   5,    4) (   5,    4) (   5,    4) (   3,    7) (   3,    4) (   3,    5)
          (   2,    4) (   4,    3) (   4,    4) (   5,    4) (   5,    5) (   5,    7) (   4,    6) (   2,    5) (   5,    3) (   5,    3)
          (   5,    6) (   5,    3) (   5,    4) (   5,    6) (   5,    6) (   4,    6) (   5,    3) (   4,    4) (   3,    6) (   5,    6)
          (   3,    4) (   3,    5) (   5,    6) (   4,    5) (   5,    6) (   4,    4) (   5,    3) (   4,    3) (   3,    6) (   5,    6)
          (   5,    4) (   5,    5) (   5,    5) (   5,    5) (   4,    4) (   4,    5) (   5,    5) (   4,    4) (   4,    4) (   4,    3)
          (   4,    5) (   5,    4) (   4,    5) (   4,    2) (   4,    4) (   5,    2) (   5,    4) (   4,    4) (   2,    3) (   5,    4)
          (   5,    6) (   4,    5) (   5,    4) (   5,    4) (   5,    3) (   4,    5) (   4,    3) (   5,    3) (   5,    5) (   5,    6)
          (   3,    7) (   5,    3) (   5,    7) (   5,    5) (   5,    1) (   5,    4) (   4,    5) (   4,    5) (   5,    6) (   5,    6)
          (   5,    4) (   5,    2) (   5,    6) (   5,    5) (   5,    6) (   5,    5) (   5,    4) (   4,    3) (   4,    4) (   5,    6)
          (   5,    7) (   4,    6) (   4,    4) (   4,    5) (   3,    4) (   4,    5) (   4,    5) (   5,    6) (   4,    3) (   5,    4)
          (   4,    6) (   4,    5) (   3,    3) (   5,    4) (   5,    7) (   5,    6) (   3,    5) (   5,    1) (   4,    2) (   4,    3)
          (   5,    6) (   5,    3) (   5,    3) (   5,    8) (   5,    4) (   5,    4) (   5,    5) (   5,    5) (   4,    7) (   5,    4)
          (   4,    5) (   5,    3) (   1,    4) (   5,    5) (   4,    6) (   4,    6) (   5,    3) (   4,    2) (   5,    5) (   3,    3)
          (   5,    4) (   5,    7) (   5,    6) (   5,    2) (   5,    8) (   5,    5) (   5,    5) (   5,    6) (   5,    4) (   5,    6)
          (   5,    4) (   5,    5) (   5,    3) (   5,    5) (   5,    4) (   5,    7) (   5,    5) (   5,    4) (   5,    5) (   5,    4)
          (   5,    2) (   5,    6) (   5,    7) (   5,    6) (   5,    6) (   5,    2) (   5,    3) (   5,    7) (   5,    5) (   5,    4)
          (   5,    5) (   5,    4) (   5,    6) (   5,    4) (   5,    8) (   5,    5) (   5,    5) (   5,    2) (   5,    4) (   5,    6)
          (   5,    3) (   5,    4) (   5,    6) (   5,    5) (   5,    4) (   5,    8) (   5,    2) (   5,    3) (   5,    5) (   5,    2)
          (   5,    4) (   5,    4) (   5,    9) (   5,    5) (   5,    5) (   5,    5) (   5,    4) (   5,    6) (   5,    4) (   5,    4)
          (   5,    6) (   5,    5) (   5,    7) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    4)
          (   5,    5) (   5,    6) (   5,    6) (   5,    7) (   5,    6) (   5,    6) (   5,    6) (   5,    5) (   5,    5) (   5,    5)
          (   5,    4) (   5,    7) (   5,    6) (   5,    3) (   5,    5) (   5,    4) (   5,    3) (   5,    5) (   5,    4) (   5,    4)
          (   5,    6) (   5,    4) (   5,    5) (   5,    5) (   5,    9) (   5,    3) (   5,    5) (   5,    3) (   5,    4) (   5,    7)
          (   5,    6) (   5,    3) (   5,    9) (   5,    5) (   5,    5) (   5,    7) (   5,    6) (   5,    5) (   5,    4) (   5,    7)
          (   5,    4) (   5,    4) (   5,    3) (   5,    4) (   5,    2) (   5,    4) (   5,    6) (   5,    3) (   5,    5) (   5,    4)
          (   5,    6) (   5,    3) (   5,    4) (   5,    7) (   5,    6) (   5,    5) (   5,    4) (   5,    4) (   5,    5) (   5,    3)
          (   5,    4) (   5,    5) (   5,    4) (   5,    4) (   5,    4) (   5,    5) (   5,    5) (   5,    6) (   5,    5) (   5,    4)
          (   5,    6) (   5,    7) (   5,    7) (   5,    5) (   5,    5) (   5,    5) (   5,    1) (   5,    3) (   5,    4) (   5,    4)
          (   5,    5) (   5,    3) (   5,    5) (   5,    3) (   5,    5) (   5,    3) (   5,    7) (   5,    3) (   5,    4) (   5,    7)
          (   5,    5) (   5,    6) (   5,    4) (   5,    3) (   5,    4) (   5,    6) (   5,    4) (   5,    2) (   5,    3) (   5,    6)
          (   5,    6) (   5,    4) (   5,    5) (   5,    5) (   5,    4) (   5,    7) (   5,    6) (   5,    5) (   5,    7) (   5,    5)
          (   5,    4) (   5,    7) (   5,    5) (   5,    6) (   5,    6) (   5,    6) (   5,    3) (   5,    5) (   5,    5) (   5,    4)
          (   5,    5) (   5,    3) (   5,    4) (   5,    4) (   5,    8) (   5,    7) (   5,    6) (   5,    8) (   5,    3) (   5,    3)
          (   5,    5) (   5,    6) (   5,    4) (   5,    7) (   5,    5) (   5,    5) (   5,    5) (   5,    8) (   5,    5) (   5,    6)
          (   5,    7) (   5,    5) (   5,    6) (   5,    5) (   5,    6) (   5,    5) (   5,    7) (   5,    2) (   5,    6) (   5,    7)
          (   5,    5) (   5,    8) (   5,    7) (   5,    9) (   5,    5) (   5,    6) (   5,    7) (   5,    6) (   5,    5) (   5,    3)
          (   5,    5) (   5,    5) (   5,    7) (   5,    8) (   5,    5) (   5,    6) (   5,    5) (   5,    7) (   5,    5) (   5,    6)
          (   5,    5) (   5,    5) (   5,    3) (   5,    5) (   5,    4) (   5,    6) (   5,    4) (   5,    7) (   5,    4) (   5,    8)
          (   5,    5) (   5,    5) (   5,    7) (   5,    3) (   5,    5) (   5,    8) (   5,    9) (   5,    3) (   5,    5) (   5,    8)
          (   5,    6) (   5,    2) (   5,    3) (   5,    4) (   5,    5) (   5,    3) (   5,    5) (   5,    5) (   5,    7) (   5,    3)
          (   5,    5) (   5,    4) (   5,    4) (   5,    5) (   5,    5) (   5,    3) (   5,    5) (   5,    7) (   5,    6) (   5,    7)
          (   5,    3) (   5,    5) (   5,    6) (   5,    4) (   5,    5) (   5,    7) (   5,    5) (   5,    7) (   5,    5) (   5,    3)
          (   5,    6) (   5,    7) (   5,    4) (   5,    6) (   5,    6) (   5,    5) (   5,    7) (   5,    4) (   5,    6) (   5,    2)
          (   5,    3) (   5,    3) (   5,    4) (   5,    6) (   5,    4) (   5,    4) (   5,    3) (   5,    6) (   5,    5) (   5,    3)
          (   5,    4) (   5,    6) (   5,    5) (   5,    6) (   5,    4) (   5,    3) (   5,    6) (   5,    5) (   5,    7) (   5,    6)
          (   5,    5) (   5,    4) (   5,    6) (   5,    4) (   5,    6) (   5,    6) (   5,    5) (   5,    7) (   5,    5) (   5,    7)
          (   5,    6) (   5,    2) (   5,    6) (   5,    4) (   5,    8) (   5,    7) (   5,    7) (   5,    7) (   5,    6) (   5,    6)
          (   5,    7) (   5,    4) (   5,    4) (   5,    4) (   5,    4) (   5,    3) (   5,    5) (   5,    2) (   5,    5) (   5,    4)
          (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    3) (   5,    7) (   5,    4) (   5,    7) (   5,    4) (   5,    3)
          (   5,    6) (   5,    7) (   5,    5) (   5,    5) (   5,    4) (   5,    3) (   5,    5) (   5,    5) (   5,    6) (   5,    3)
          (   5,    5) (   5,    4) (   5,    6) (   5,    3) (   5,    4) (   5,    3) (   5,    8) (   5,    4) (   5,    2) (   5,    6)
          (   5,    4) (   5,    6) (   5,    5) (   5,    6) (   5,    5) (   5,    5) (   5,    3) (   5,    5) (   5,    2) (   5,    7)
          (   5,    6) (   5,    6) (   5,    5) (   5,    2) (   5,    4) (   5,    4) (   5,    3) (   5,    4) (   5,    4) (   5,    4)
         
node   4 sent_total   3350  recv_total   3356

node   5  (   0,    0) (   1,    0) (   0,    0) (   4,    2) (   4,    1) (   5,    6) (   5,    3) (   5,    3) (   5,    4) (   5,    8)
          (   5,    6) (   5,    7) (   5,    7) (   5,    6) (   5,    3) (   5,    8) (   5,    4) (   5,    4) (   5,    6) (   5,    5)
          (   5,    6) (   5,    7) (   5,    5) (   5,    4) (   5,    4) (   5,    3) (   5,    6) (   5,    5) (   5,    6) (   5,    3)
          (   5,    4) (   5,    6) (   5,    5) (   5,    3) (   5,    7) (   5,    5) (   5,    6) (   5,    3) (   5,    8) (   5,    3)
          (   5,    7) (   5,    5) (   5,    3) (   5,    8) (   5,    5) (   5,    4) (   5,    4) (   5,    5) (   5,    7) (   5,    2)
          (   5,    4) (   4,    6) (   5,    4) (   4,    4) (   3,    6) (   5,    4) (   3,    3) (   4,    4) (   3,    4) (   5,    5)
          (   5,    6) (   4,    3) (   3,    5) (   5,    8) (   5,    5) (   5,    4) (   5,    1) (   5,    4) (   5,    3) (   4,    5)
          (   5,    6) (   4,    5) (   4,    8) (   5,    5) (   4,    4) (   5,    3) (   5,    3) (   4,    5) (   5,    3) (   4,    7)
          (   4,    5) (   5,    4) (   5,    6) (   4,    2) (   5,    2) (   4,    6) (   3,    3) (   5,    5) (   5,    1) (   4,    5)
          (   5,    1) (   5,    3) (   4,    3) (   4,    3) (   5,    3) (   4,    2) (   4,    4) (   5,    3) (   4,    5) (   3,    4)
          (   5,    8) (   5,    5) (   5,    2) (   5,    2) (   4,    3) (   5,    4) (   5,    6) (   5,    3) (   3,    6) (   5,    4)
          (   5,    4) (   4,    2) (   5,    7) (   5,    4) (   4,    3) (   5,    3) (   5,    6) (   5,    3) (   5,    3) (   5,    4)
          (   3,    4) (   5,    5) (   5,    6) (   4,    2) (   5,    5) (   5,    5) (   4,    7) (   5,    3) (   4,    6) (   5,    3)
          (   5,    4) (   5,    6) (   2,    5) (   4,    2) (   5,    6) (   5,    5) (   5,    1) (   3,    4) (   5,    5) (   4,    6)
          (   5,    2) (   5,    2) (   3,    3) (   5,    4) (   5,    4) (   4,    3) (   5,    5) (   5,    2) (   5,    4) (   5,    4)
          (   5,    3) (   5,    5) (   3,    3) (   4,    3) (   5,    4) (   4,    4) (   4,    5) (   5,    6) (   5,    5) (   5,    2)
          (   4,    4) (   4,    4) (   3,    2) (   4,    6) (   4,    4) (   5,    2) (   3,    6) (   5,    5) (   5,    4) (   4,    5)
          (   4,    4) (   4,    4) (   5,    1) (   5,    6) (   5,    4) (   4,    5) (   5,    3) (   3,    4) (   5,    5) (   5,    3)
          (   4,    5) (   4,    4) (   4,    2) (   5,    4) (   2,    3) (   4,    4) (   4,    5) (   5,    3) (   5,    5) (   5,    6)
          (   5,    4) (   4,    5) (   5,    2) (   4,    7) (   4,    5) (   4,    4) (   5,    6) (   5,    5) (   5,    4) (   3,    5)
          (   5,    0) (   5,    4) (   5,    5) (   5,    6) (   5,    5) (   4,    4) (   5,    4) (   5,    3) (   5,    3) (   4,    5)
          (   5,    5) (   5,    5) (   5,    6) (   5,    5) (   4,    5) (   5,    3) (   5,    1) (   4,    4) (   4,    5) (   4,    4)
          (   5,    1) (   3,    3) (   5,    4) (   5,    3) (   4,    5) (   5,    2) (   4,    5) (   5,    4) (   4,    3) (   4,    5)
          (   5,    1) (   5,    3) (   4,    0) (   4,    4) (   4,    4) (   5,    4) (   5,    5) (   4,    4) (   3,    4) (   5,    1)
          (   5,    4) (   5,    4) (   5,    7) (   3,    4) (   5,    1) (   4,    4) (   4,    4) (   5,    4) (   4,    3) (   5,    3)
          (   4,    4) (   4,    4) (   4,    4) (   5,    5) (   3,    6) (   5,    4) (   5,    3) (   5,    3) (   5,    5) (   5,    2)
          (   4,    6) (   5,    6) (   4,    3) (   4,    5) (   4,    3) (   5,    6) (   5,    2) (   4,    5) (   5,    4) (   4,    5)
          (   4,    6) (   5,    4) (   5,    4) (   3,    5) (   5,    5) (   4,    7) (   5,    5) (   5,    3) (   5,    4) (   5,    3)
          (   5,    4) (   4,    7) (   3,    3) (   4,    4) (   5,    5) (   5,    7) (   5,    5) (   5,    4) (   5,    4) (   3,    7)
          (   4,    4) (   4,    5) (   5,    7) (   5,    3) (   4,    4) (   5,    5) (   5,    5) (   5,    5) (   5,    1) (   5,    3)
          (   5,    3) (   5,    6) (   5,    8) (   5,    5) (   5,    7) (   5,    6) (   5,    7) (   5,    6) (   5,    6) (   5,    5)
          (   5,    4) (   5,    3) (   5,    6) (   5,    6) (   5,    2) (   5,    3) (   5,    7) (   5,    6) (   5,    5) (   5,    5)
          (   5,    2) (   5,    7) (   5,    3) (   5,    4) (   5,    6) (   5,    4) (   5,    5) (   5,    7) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    6) (   5,    6) (   5,    3) (   5,    4) (   5,    3) (   5,    7) (   5,    4) (   5,    4)
          (   5,    2) (   5,    6) (   5,    8) (   5,    3) (   5,    6) (   5,    4) (   5,    8) (   5,    8) (   5,    5) (   5,    4)
          (   5,    6) (   5,    5) (   5,    6) (   5,    4) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    7) (   5,    4)
          (   5,    6) (   5,    6) (   5,    6) (   5,    3) (   5,    7) (   5,    5) (   5,    3) (   5,    5) (   5,    5) (   5,    6)
          (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    6) (   5,    6) (   5,    6) (   5,    6) (   5,    6) (   5,    5)
          (   5,    4) (   5,    3) (   5,    5) (   5,    6) (   5,    6) (   5,    4) (   5,    4) (   5,    7) (   5,    5) (   5,    4)
          (   5,    7) (   5,    6) (   5,    5) (   5,    6) (   5,    8) (   5,    6) (   5,    7) (   5,    6) (   5,    4) (   5,    6)
          (   5,    5) (   5,    2) (   5,    6) (   5,    7) (   5,    6) (   5,    7) (   5,    6) (   5,    5) (   5,    6) (   5,    6)
          (   5,    6) (   5,    5) (   5,    4) (   5,    5) (   5,    3) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    2)
          (   5,    7) (   5,    5) (   5,    7) (   5,    8) (   5,    4) (   5,    7) (   5,    4) (   5,    3) (   5,    7) (   5,    6)
          (   5,    3) (   5,    5) (   5,    5) (   5,    5) (   5,    5) (   5,    4) (   5,    7) (   5,    5) (   5,    7) (   5,    4)
          (   5,    7) (   5,    5) (   5,    5) (   5,    4) (   5,    7) (   5,    3) (   5,    4) (   5,    3) (   5,    6) (   5,    6)
          (   5,    4) (   5,    6) (   5,    6) (   5,    5) (   5,    4) (   5,    5) (   5,    6) (   5,    4) (   5,    7) (   5,    4)
          (   5,    3) (   5,    8) (   5,    5) (   5,    3) (   5,    6) (   5,    7) (   5,    5) (   5,    7) (   5,    6) (   5,    5)
          (   5,    3) (   5,    8) (   5,    6) (   5,    5) (   5,    2) (   5,    6) (   5,    6) (   5,    5) (   5,    5) (   5,    5)
          (   5,    4) (   5,    6) (   5,    2) (   5,    7) (   5,    3) (   5,    6) (   5,    4) (   5,    5) (   5,    6) (   5,    4)
          (   5,    7) (   5,    3) (   5,    6) (   5,    4) (   5,    6) (   5,    7) (   5,    6) (   5,    7) (   5,    4) (   5,    3)
          (   5,    6) (   5,    4) (   5,    5) (   5,    7) (   5,    7) (   5,    7) (   5,    4) (   5,    5) (   5,    4) (   5,    3)
          (   5,    6) (   5,    5) (   5,    6) (   5,    7) (   5,    7) (   5,    2) (   5,    6) (   5,    8) (   5,    4) (   5,    5)
          (   5,    5) (   5,    6) (   5,    3) (   5,    5) (   5,    5) (   5,    6) (   5,    7) (   5,    5) (   5,    4) (   5,    6)
          (   5,    5) (   5,    5) (   5,    4) (   5,    5) (   5,    6) (   5,    6) (   5,    7) (   5,    8) (   5,    3) (   5,    6)
          (   5,    4) (   5,    4) (   5,    7) (   5,    7) (   5,    5) (   5,    4) (   5,    4) (   5,    6) (   5,    4) (   5,    6)
          (   5,    4) (   5,    5) (   5,    3) (   5,    6) (   5,    6) (   5,    6) (   5,    8) (   5,    4) (   5,    7) (   5,    7)
          (   5,    6) (   5,    6) (   5,    6) (   5,    4) (   5,    4) (   5,    6) (   5,    4) (   5,    6) (   5,    5) (   5,    4)
          (   5,    3) (   5,    2) (   5,    6) (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    7) (   5,    7) (   5,    3)
          (   5,    4) (   5,    6) (   5,    5) (   5,    5) (   5,    4) (   5,    4) (   5,    5) (   5,    6) (   5,    4) (   5,    4)
          (   5,    4) (   5,    6) (   5,    6) (   5,    7) (   5,    3) (   5,    5) (   5,    5) (   5,    3) (   5,    6) (   5,    5)
          (   5,    5) (   5,    7) (   5,    3) (   5,    6) (   5,    4) (   5,    4) (   5,    3) (   5,    5) (   5,    6) (   5,    6)
          (   5,    3) (   5,    6) (   5,    6) (   5,    7) (   5,    5) (   5,    6) (   5,    6) (   5,    5) (   5,    6) (   5,    6)
          (   5,    4) (   5,    6) (   5,    4) (   5,    2) (   5,    5) (   5,    3) (   5,    6) (   5,    5) (   5,    5) (   5,    5)
          (   5,    5) (   5,    5) (   5,    7) (   5,    3) (   5,    8) (   5,    6) (   5,    5) (   5,    6) (   5,    4) (   5,    5)
          (   5,    5) (   5,    5) (   5,    7) (   5,    6) (   5,    5) (   5,    7) (   5,    5) (   5,    4) (   5,    7) (   5,    4)
          (   5,    8) (   5,    5) (   5,    7) (   5,    6) (   5,    4) (   5,    3) (   5,    7) (   5,    7) (   5,    5) (   5,    5)
          (   5,    7) (   5,    7) (   5,    7) (   5,    5) (   5,    4) (   5,    2) (   5,    4) (   5,    2) (   5,    4) (   5,    4)
          (   5,    3) (   5,    5) (   5,    7) (   5,    4) (   5,    5) (   5,    1) (   5,    7) (   5,    5) (   5,    4) (   5,    8)
          (   5,    6) (   5,    4) (   5,    5) (   5,    5) (   5,    3) (   5,    4) (   5,    3) (   5,    6) (   5,    3) (   5,    7)
          (   5,    4) (   5,    6) (   5,    5) (   5,    3) (   5,    4) (   5,    4) (   5,    5) (   5,    4) (   5,    6) (   5,    7)
         
node   5 sent_total   3353  recv_total   3325

node   6  (   0,    0) (   1,    0) (   0,    0) (   4,    2) (   4,    1) (   5,    7) (   5,    5) (   5,    3) (   5,    6) (   5,    5)
          (   5,    6) (   5,    6) (   5,    5) (   5,    7) (   5,    2) (   5,    8) (   5,    5) (   5,    6) (   5,    5) (   5,    5)
          (   5,    6) (   5,    6) (   5,    6) (   5,    4) (   5,    5) (   5,    5) (   5,    4) (   5,    5) (   5,    3) (   5,    5)
          (   5,    2) (   5,    5) (   5,    4) (   5,    5) (   5,    7) (   5,    7) (   5,    5) (   5,    5) (   5,    5) (   5,    6)
          (   5,    5) (   5,    5) (   5,    2) (   5,    5) (   5,    5) (   5,    5) (   5,    6) (   5,    5) (   5,    6) (   5,    3)
          (   5,    6) (   5,    3) (   5,    8) (   5,    6) (   5,    8) (   4,    6) (   5,    4) (   5,    3) (   5,    5) (   3,    6)
          (   4,    5) (   4,    1) (   5,    5) (   5,    6) (   4,    2) (   5,    3) (   4,    5) (   4,    7) (   5,    4) (   4,    3)
          (   5,    6) (   5,    4) (   5,    5) (   5,    6) (   5,    5) (   5,    6) (   5,    7) (   5,    4) (   5,    7) (   5,    5)
          (   5,    4) (   5,    6) (   5,    4) (   4,    5) (   4,    2) (   5,    3) (   4,    3) (   5,    6) (   5,    5) (   5,    3)
          (   5,    1) (   4,    7) (   4,    4) (   5,    4) (   3,    3) (   4,    4) (   5,    6) (   5,    6) (   5,    6) (   4,    4)
          (   4,    7) (   4,    4) (   5,    3) (   4,    2) (   5,    3) (   5,    4) (   3,    7) (   4,    3) (   3,    2) (   5,    4)
          (   5,    7) (   5,    1) (   4,    4) (   5,    5) (   5,    2) (   5,    3) (   5,    3) (   4,    5) (   4,    5) (   4,    6)
          (   5,    4) (   5,    5) (   5,    4) (   4,    3) (   5,    6) (   5,    5) (   4,    5) (   5,    3) (   4,    4) (   5,    2)
          (   4,    6) (   5,    3) (   5,    6) (   4,    5) (   5,    3) (   5,    4) (   5,    2) (   5,    4) (   4,    4) (   5,    5)
          (   4,    3) (   3,    5) (   4,    4) (   4,    5) (   4,    7) (   5,    6) (   5,    6) (   5,    5) (   5,    5) (   5,    4)
          (   5,    5) (   5,    3) (   5,    5) (   4,    5) (   4,    6) (   3,    6) (   5,    3) (   5,    4) (   4,    6) (   5,    5)
          (   5,    4) (   5,    6) (   5,    3) (   4,    4) (   4,    4) (   5,    4) (   4,    4) (   4,    6) (   4,    8) (   5,    3)
          (   5,    3) (   4,    5) (   5,    5) (   4,    4) (   5,    5) (   5,    4) (   5,    4) (   4,    3) (   4,    4) (   5,    5)
          (   5,    6) (   4,    3) (   5,    2) (   5,    4) (   5,    3) (   5,    5) (   4,    5) (   5,    5) (   5,    5) (   4,    8)
          (   5,    6) (   5,    6) (   4,    4) (   5,    6) (   4,    4) (   5,    7) (   4,    2) (   5,    2) (   5,    4) (   5,    5)
          (   4,    3) (   5,    6) (   5,    8) (   5,    7) (   5,    6) (   5,    5) (   5,    4) (   3,    5) (   3,    3) (   5,    6)
          (   5,    2) (   5,    4) (   4,    4) (   5,    7) (   3,    6) (   5,    5) (   5,    4) (   4,    3) (   4,    4) (   4,    4)
          (   5,    3) (   5,    6) (   5,    4) (   4,    6) (   4,    3) (   4,    5) (   5,    6) (   5,    4) (   4,    3) (   5,    4)
          (   5,    2) (   5,    6) (   4,    4) (   4,    4) (   5,    4) (   4,    2) (   4,    3) (   5,    5) (   5,    5) (   5,    5)
          (   5,    3) (   4,    4) (   5,    3) (   4,    4) (   4,    3) (   5,    5) (   5,    3) (   4,    3) (   5,    5) (   4,    3)
          (   5,    4) (   5,    2) (   4,    3) (   4,    5) (   4,    7) (   5,    2) (   5,    3) (   5,    2) (   5,    2) (   4,    4)
          (   4,    6) (   5,    7) (   5,    5) (   4,    2) (   5,    3) (   4,    4) (   5,    2) (   5,    4) (   4,    3) (   4,    8)
          (   4,    1) (   4,    4) (   4,    3) (   3,    5) (   5,    5) (   4,    5) (   4,    6) (   5,    3) (   4,    5) (   5,    6)
          (   4,    3) (   3,    6) (   4,    7) (   5,    5) (   5,    3) (   3,    3) (   5,    4) (   4,    6) (   4,    3) (   4,    4)
          (   5,    2) (   5,    7) (   5,    5) (   3,    6) (   5,    5) (   5,    5) (   4,    3) (   4,    4) (   5,    2) (   5,    5)
          (   5,    3) (   5,    4) (   5,    6) (   5,    4) (   5,    4) (   5,    5) (   5,    5) (   5,    6) (   5,    3) (   5,    3)
          (   5,    6) (   5,    3) (   5,    6) (   5,    5) (   5,    3) (   5,    5) (   5,    6) (   5,    5) (   5,    4) (   5,    5)
          (   5,    3) (   5,    5) (   5,    5) (   5,    6) (   5,    8) (   5,    6) (   5,    5) (   5,    4) (   5,    7) (   5,    7)
          (   5,    6) (   5,    5) (   5,    2) (   5,    5) (   5,    3) (   5,    4) (   5,    5) (   5,    6) (   5,    3) (   5,    3)
          (   5,    2) (   5,    5) (   5,    4) (   5,    5) (   5,    5) (   5,    3) (   5,    6) (   5,    6) (   5,    3) (   5,    6)
          (   5,    4) (   5,    4) (   5,    4) (   5,    6) (   5,    4) (   5,    5) (   5,    7) (   5,    4) (   5,    5) (   5,    4)
